#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	smtp
#open	2025-03-07-06-43-07
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	helo	mailfrom	rcptto	date	from	to	cc	reply_to	msg_id	in_reply_to	subject	x_originating_ip	first_received	second_received	last_reply	path	user_agent	tls	fuids
#types	time	string	addr	port	addr	port	count	string	string	set[string]	string	string	set[string]	set[string]	string	string	string	string	addr	string	string	string	vector[addr]	string	bool	vector[string]
1421927439.282477	C7tPkF2nMawWA4I6l6	175.45.176.1	24289	149.171.126.19	25	1	ALKnDdQcD	cfbKreD0EVW7@ALKnDdQcD.com	UTOAk130wFN8uY4TW@QXgArdcXcXhFywWMEHbTJkCDHwcHaTHH.com	Wed, 21 Jan 2015 09:54:13 +1100	O0m@ALKnDdQcD.com	ndsTTwiyu5lauqfMHR@QXgArdcXcXhFywWMEHbTJkCDHwcHaTHH.edu	-	-	<RXJOhJWrPjiR4jkZiv0az>	-	2aOcWL0o9	-	-	-	250 2.6.0 <MAILJTdc23NhPZsvWnJqq5KNhHeV@QXgArdcXcXhFywWMEHbTJkCDHwcHaTHH> Queued mail for delivery	149.171.126.19,175.45.176.1	-	F	FHNpY31vYB0m0hzBx2,FhlZqu3YmBwoSzzqci
1421927862.730561	CtEGqJ2ct5HJi1DCw	59.166.0.0	9491	149.171.126.8	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	FUp37H3ZHFhzGfBWxk,F4ivyX3Pj69KG1kYRi
1421927865.230633	CP0K7mLEWb4c4shj5	59.166.0.7	65236	149.171.126.6	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.6,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	F4hwRl42RwdPdN7ir1,Fwi8gk1imrKHE71npc
1421927866.632331	CXe0714YrqEj7WKRH6	59.166.0.8	12432	149.171.126.1	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.1,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FEWXJd4q2mlnkA4ehe,FVYaF01VFfRJqbJMt5
1421927871.030696	ClwyT21GSY2jM0dFhh	59.166.0.9	61229	149.171.126.9	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FHnV6F4pahk3K4B6jj,FeTydF3E08IloydSjd
1421927871.830629	CQTGv14r2k8e2FF793	59.166.0.8	44830	149.171.126.2	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FAAIM72SltS8Pv4D09,Ff2Mnd2TpBRgfLplId
1421927872.931458	Cnu7DC2Q29DFigZs9i	59.166.0.7	54527	149.171.126.4	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	Ftv9ai1hJLf5n8wwZ3,Fxd3H8483vdz5KKKx2
1421927873.230666	Cog4CH26QBlCgnp2S9	59.166.0.4	32579	149.171.126.5	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.5,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FCtU5R384eSqYDp4fg,Fhs98v2nSHM2itdxQg
1421927876.430990	CV796D4aBis9BRaM0d	59.166.0.4	61104	149.171.126.2	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FNKCTd4eA7OikTJZw8,FQHUtv2Ib5q8aTIZf1
1421927875.979832	CJ6Aik1btuO9KVEvs3	175.45.176.0	42758	149.171.126.16	25	1	FdkBrDHODilGhEpDJKZqu	Apz2pa5hTgipsaDcDTDbIUDH8sPsa@FdkBrDHODilGhEpDJKZqu.com	Ada74661UwaNItTuNZO69yX0rJgJfZjwN@MlQNplckfIZbHOCJllFzGvTqLPVddNuguLc.us	Wed, 21 Jan 2015 10:01:30 +1100	TgtuhjIlapfZ8v0rBbXwFE3EVEkvK@FdkBrDHODilGhEpDJKZqu.com	TqsGp8AC2mAO1lDfZgLAucpxD1oZg@MlQNplckfIZbHOCJllFzGvTqLPVddNuguLc.net	-	-	<5oM7IjiJ4paH709VK2sRyBXPn8Tv6A6O6wpeoTAffmBt2mGNE>	-	1Btu0v39RZJIV9bDTcS	-	-	-	250 2.6.0 <MAILqrHTdRPdIb9bqPTnssHIKrwJ@MlQNplckfIZbHOCJllFzGvTqLPVddNuguLc> Queued mail for delivery	149.171.126.16,175.45.176.0	-	F	FUgdV13X4tIwuFp4Kk,F9YXjL1roHgOxCvLzd
1421927873.861030	Cj5vVh13r4lOs4P2Xd	175.45.176.0	60086	149.171.126.16	25	1	jPiaGFuBa	VTwNVq1JGKCcu5b@jPiaGFuBa.net	mlxf6v9@zXNQLLAKVQmML.us	Wed, 21 Jan 2015 10:01:27 +1100	f6J5nUk8Dg@jPiaGFuBa.com	cWdZDWXooD@zXNQLLAKVQmML.us	-	-	<KjuSZ9h2qLzmZVDtW1W41cpI>	-	9rFnb7776UiOjkhv12IECWWFbie6wxyxbQsJmc	-	-	-	250 2.6.0 <MAILQqR7Fan6w1JfmTyIV4IKSoqv@zXNQLLAKVQmML> Queued mail for delivery	149.171.126.16,175.45.176.0	-	F	FK0Sfs3Er9QOXwgsij
1421927879.730732	C2hOQlrBuXxFMVoFk	59.166.0.5	18771	149.171.126.2	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.5	Microsoft Outlook Express 6.00.2800.1158	F	FV7rJI1d1eAiS23108,FVJfcm25B83Y1VsYW3
1421927881.131130	CwG0ll13f0GRDeZCc2	59.166.0.7	37628	149.171.126.6	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.6,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	FLIS8H1IEcxuLeb98l,F4fCmm3fVQC8GmluVl
1421927883.330880	CIZ27N1a8wsWfMcqli	59.166.0.7	36749	149.171.126.7	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	FHrlYh24LAPX0QJw7c,F8CokDbzwSMZ0W7F8
1421927884.830789	C9i4Aw2FtW7hBdMvTe	59.166.0.9	13598	149.171.126.1	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.1,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FthyF03BbaZ7yx0TX4,FmuxAUnCXwkTGcxQ4
1421927886.630780	CuaBaF2uJGdx3O8LMl	59.166.0.1	40999	149.171.126.8	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	FAsrA03kLYQaRWen9,F1jBHkEr6v891ml1
1421927887.430898	Cjb1Zr2sYSRY4HJFki	59.166.0.0	55770	149.171.126.9	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	F7LWWy4oAzEsjB5EQf,F0DuIA1iWjQyrSOrbg
1421927887.652683	C9KNjxgK9XN63bBCh	59.166.0.2	58212	149.171.126.8	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	FQ80wAUxR355XZkk6,Fwowcj4PWBVrXDoLN3
1421927886.367609	CZEzun2jwi6RMbnqi	175.45.176.0	51915	149.171.126.19	25	1	jTALmhjkImJbTKuIWpWJhFgSICiZX	sRiD7XiSilDJbSGDGVrZzHV8ng@jTALmhjkImJbTKuIWpWJhFgSICiZX.us	UDZevtSh5UABrkN5rwXHgGVoTq@kDANqprangQRfEnMeSgixtpqQcVHF.net	Wed, 21 Jan 2015 10:01:40 +1100	pA3q8ADeGYLjcB@jTALmhjkImJbTKuIWpWJhFgSICiZX.com	TKktuo6jjVoA@kDANqprangQRfEnMeSgixtpqQcVHF.edu	-	-	<ahfCEKRY7ASGU56IgvKMZuxjIrrJ0fG>	-	6mGXg0dn	-	-	-	250 2.6.0 <MAILVEAFQP3VgOv8CQb7EPNkYlpK@kDANqprangQRfEnMeSgixtpqQcVHF> Queued mail for delivery	149.171.126.19,175.45.176.0	-	F	FkR4h31ndQsTg2zAe,FJAO0c4kjp8bCNBJYf
1421927890.031005	CGDT0K2upshYmRLOVd	59.166.0.5	6881	149.171.126.5	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.5,59.166.0.5	Microsoft Outlook Express 6.00.2800.1158	F	FFV1r016kw85XIWZOc,Flfw1HwNUFgYH3Gqj
1421927890.331047	CHz5Mh1Gfm9sYB0THk	59.166.0.7	40329	149.171.126.2	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	F2RpE52eRJSPY9yuIi,FIajHc1cTzkJCwhxHl
1421927887.379956	C84D7J377Bj0IhezH8	175.45.176.2	2093	149.171.126.14	25	1	wtWVW	uwViNMR52xj6Szzk822DIx5cRZoVA@wtWVW.us	eTXYJh1jL5PLADrckGM@PWysYialjBOVViAWsU.gov	Wed, 21 Jan 2015 10:01:41 +1100	UOwpYQ2sikA6Fn8VWEipBW7XIcTO@wtWVW.org	ltAt7rUoCjBvckI7@PWysYialjBOVViAWsU.edu	-	-	<T3c3VmOodasBsy6tSAiEFPBbtIwKrsBWV>	-	ju52fhnBbaiP2FJR28tV4ql1vq6qAg34SKbSJB3DehI61RYfQcusU	-	-	-	250 2.6.0 <MAILZdFMW9FulyITWyL9f2hKloYY@PWysYialjBOVViAWsU> Queued mail for delivery	149.171.126.14,175.45.176.2	-	F	Fr7Bab2gT2bcO4RTf6,F7Tl9813QOu9W0gxjh
1421927895.831262	CiH3OS2O01VvQu9Ut4	59.166.0.2	41081	149.171.126.9	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	FiGkB639rMVXEBhpaa,F79EiftZgKBzjWqBj
1421927898.730954	Cdjlkk3p6X2BHRrG2	59.166.0.5	31608	149.171.126.7	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.5	Microsoft Outlook Express 6.00.2800.1158	F	Fr6x0Q1LcMRFMmw1a8,F5n70m1EDiM1Jcmp9h
1421927899.131210	CmrCkf3M80YVLXE0R1	59.166.0.8	38325	149.171.126.9	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FSjCrd4cuvuoi8JGd6,FvyfMT3PL1GCPH4hL4
1421927902.331850	CaJ2vu4soHUqGscpQ3	59.166.0.6	31053	149.171.126.5	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.5,59.166.0.6	Microsoft Outlook Express 6.00.2800.1158	F	FgiKe31MmgF5fYREPc,Fi63UBqUy0ZxOWAfe
1421927903.031165	CpEjNY3qEhzkPUHBo2	59.166.0.0	44888	149.171.126.7	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	FXpL9S3CrZ4LZnGHZc,FDbhr44HrYmGPhdfbi
1421927903.731127	C4ErXV1TAVGcvJSbef	59.166.0.3	21871	149.171.126.8	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	FPY3Qt30T6usCBxV3c,FRrGRc2Znd6BxCIio8
1421927904.431248	CdrYbQ24TKqD5DPt9	59.166.0.6	2641	149.171.126.4	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.6	Microsoft Outlook Express 6.00.2800.1158	F	FOCajh2tbNuHEhUod4,FuMSOJ1kxAOVuAadb3
1421927905.931283	CY0tOj4UGshiDdUXR2	59.166.0.9	58358	149.171.126.4	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FsLsCq4PTpQOJIyfya,F6kaPt2t9WhUh5C5Ab
1421927907.031230	Cl1ipF4VxQ3lrOsp9h	59.166.0.9	34522	149.171.126.2	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FEyDxN1sTyuZwxJOg2,FtlfXMXSPi0HuMjlh
1421927907.531210	Cxuuqv4IXjZ05w6t12	59.166.0.6	61393	149.171.126.0	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.6	Microsoft Outlook Express 6.00.2800.1158	F	FKClSd3Qket7YFhw2d,FdvHcK2ADawF5oZ8T2
1421927908.431330	CINxgx2fEelaLHVqk8	59.166.0.5	39009	149.171.126.6	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.6,59.166.0.5	Microsoft Outlook Express 6.00.2800.1158	F	FWZTLe3321DJ3JWpTi,FC48qk46UfgU0BRKZ9
1421927909.831038	CgCcnF1WNa2KRrF2bb	59.166.0.4	52980	149.171.126.3	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FUTdDm3DWtmjxSmcih,F7zPIZOre1y2PpQh1
1421927913.631238	CoRJFc4VDU2fTywN07	59.166.0.6	2743	149.171.126.8	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.6	Microsoft Outlook Express 6.00.2800.1158	F	FHcZDKj8Q81CQzjU3,Fcnlwc3MmXYG9Iv6p1
1421927917.331114	CAHkoB1duq1N7V5Hk7	59.166.0.2	43245	149.171.126.2	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	Fryo7n1P6KNYRGdM87,FgXxS52RjYbofrsyib
1421927917.431201	CR59JoNgleGGVxPXg	59.166.0.4	42466	149.171.126.3	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	F1I1pK1pSZEjI2FoNd,FHtJe23qECaRxIK2Z2
1421927917.052564	CW0ZF5dnMZQsZcjT4	175.45.176.2	55008	149.171.126.17	25	1	bHPDIuPQLUGAI	pfFewN6bjdQFg2GPecnxS2Vn@bHPDIuPQLUGAI.net	meCQ@odmhdkpmRfGxXDYHBGxBFIACOIVvAgfKGj.com	Wed, 21 Jan 2015 10:02:11 +1100	fJT@bHPDIuPQLUGAI.edu	uIBWagMHqqElgPYYDZUZjDo@odmhdkpmRfGxXDYHBGxBFIACOIVvAgfKGj.edu	-	-	<NGgOtRV58z1DmYMpOmURnQkhNV0S0JjR8>	-	QZYSFQUK4Xw1pDTLhXJj3oK72MhEp10F	-	-	-	250 2.6.0 <MAILnTRTXByteHQJIQKdo92gTwTe@odmhdkpmRfGxXDYHBGxBFIACOIVvAgfKGj> Queued mail for delivery	149.171.126.17,175.45.176.2	-	F	Fqli7FcmFMHyGhXe
1421927919.631335	CXdVsqoZV34bBiBng	59.166.0.1	13460	149.171.126.8	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	F7lTqB2TeSvaQ6uDT,FJ6mzo1A3ZZ0fdwG
1421927920.732793	CXuAY44IhiJDS79Tfi	59.166.0.3	32810	149.171.126.0	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	FgpoHN1Rapfw2YhXK7,FQLod8t8XAJhrLkxf
1421927924.331400	CqywChneKmw6asbl7	59.166.0.7	31546	149.171.126.7	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	FgAs822PsJ7xo6BmBb,FFqWId1tW4QrgVCVU9
1421927923.495723	Cc4NO51giuRlWtagnc	175.45.176.0	63027	149.171.126.10	25	1	HTUihQHbkEdKZmZQfyTZvGdHPhWFTd	WQLCRd7ohRK5nubTw@HTUihQHbkEdKZmZQfyTZvGdHPhWFTd.org	UX53@fpIrEYFoSrrXDLRISTtUQqXaFagjLoNb.gov	Wed, 21 Jan 2015 10:02:17 +1100	JK8PVRAfMj8nvX@HTUihQHbkEdKZmZQfyTZvGdHPhWFTd.net	xT83WQ0S6j@fpIrEYFoSrrXDLRISTtUQqXaFagjLoNb.edu	-	-	<Own9lhKhTGBzQ1dFci3zVmvHZOizAnDmD9Za8>	-	GOIEN6G51qn2WtLtNtgEcNwJ40OqxphEzf10LOHsEaD7	-	-	-	250 2.6.0 <MAILMZ8lZ7BSYrEPDeUCWFMxeGcV@fpIrEYFoSrrXDLRISTtUQqXaFagjLoNb> Queued mail for delivery	149.171.126.10,175.45.176.0	-	F	FJhY5O2FbbqFNzJNN,FyoC414qaXV8QzegGb
